cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
06	S	school_07	district_1	county_1	NA	NA	FI	11	28.6	15	37	-8.4	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	FOS	2	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	HI	107	19.5	91	8.4	11.2	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	HOM	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	MR	72	112.5	60	92.6	20	5	5	5	50	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	PI	12	-3.2	9	NA	NA	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	RFP	138	81	137	76.8	4.2	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	SED	63	-29.6	63	-29.4	-0.2	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	SWD	88	-16	99	-4.2	-11.8	3	2	3	120	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_07	district_1	county_1	NA	NA	WH	380	86.2	407	82	4.1	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	AA	4	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	ALL	237	72.3	248	78	-5.7	5	2	4	20	2	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	AS	75	95.7	81	97.5	-1.8	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	EL	54	49.7	54	55.9	-6.2	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	ELO	17	46.2	27	60.4	-14.2	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	EO	162	77.9	172	79.6	-1.7	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	FI	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	HI	28	7.4	32	29.5	-22.1	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	HOM	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	MR	29	81.8	22	96.5	-14.8	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	RFP	37	51.3	27	51.5	-0.2	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	SED	24	6.8	24	3.3	3.5	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	SWD	28	11.6	24	22.8	-11.2	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
08	S	school_15	district_1	county_1	NA	NA	WH	99	74.6	104	80.2	-5.6	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	AA	6	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	ALL	135	-5.5	127	7.8	-13.3	3	2	3	120	6	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	AS	22	69.2	24	56.8	12.4	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	EL	50	-38.2	42	-34.7	-3.4	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	ELO	29	-72.7	33	-61.8	-11	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	EO	75	10.8	77	22.4	-11.6	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	HI	51	-60.3	42	-40.5	-19.8	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	HOM	2	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	MR	6	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	PI	3	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	RFP	21	9.6	9	NA	NA	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	SED	44	-71.6	37	-59.1	-12.5	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	SWD	35	-78.4	30	-59.4	-19	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_08	district_1	county_1	NA	NA	WH	47	21.9	46	30.4	-8.5	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	AA	11	-26.6	11	-85	58.4	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	AI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	ALL	691	85.1	715	78.8	6.2	5	4	5	40	5	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	AS	254	134.4	271	122.8	11.6	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	EL	148	17.8	158	23.2	-5.4	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	ELO	24	-25.6	30	51.1	-76.8	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	EO	404	92.7	425	86.4	6.3	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	FI	9	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	HI	99	-27.8	94	-33.4	5.6	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	HOM	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	MR	66	93.6	63	101.4	-7.7	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	RFP	124	26.2	128	16.7	9.5	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	SED	79	-44.7	81	-44.5	-0.2	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	SWD	71	-42	77	-56.2	14.2	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_12	district_1	county_1	NA	NA	WH	251	84	266	76.9	7.1	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
