cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
02	S	school_17	district_2	county_2	NA	NA	EL	15	31.1	17	7.8	23.2	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	ELO	2	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	EO	103	75.4	98	68.4	7	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	FI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	HI	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	MR	9	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	RFP	13	65.3	13	29.3	36	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	SED	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	SWD	18	29.8	22	18.8	11.1	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
02	S	school_17	district_2	county_2	NA	NA	WH	51	54.3	58	56.1	-1.8	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	AA	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	AI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	ALL	345	75	358	87.2	-12.2	5	2	4	20	5	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	AS	272	84.2	296	93.1	-8.9	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	EL	76	44	90	55.9	-11.9	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	ELO	12	-69.9	20	-17.9	-52.1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	EO	145	67.9	142	83.8	-15.9	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	FI	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	HI	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	HOM	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	MR	17	74.8	14	74.9	-0.2	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	RFP	64	65.3	70	77	-11.6	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	SED	7	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	SWD	39	3.5	26	26.3	-22.8	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_03	district_2	county_2	NA	NA	WH	44	30.2	37	50.9	-20.7	4	1	4	60	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	AA	3	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	AI	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	ALL	529	77.7	515	77.4	0.4	5	3	5	30	0	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	AS	341	89.3	339	86.8	2.5	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	EL	133	44	146	34.3	9.7	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	ELO	26	-25.9	40	-31.7	5.8	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	EO	189	76.5	178	82.6	-6.1	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	FI	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	HI	25	-9.9	20	-5.7	-4.3	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	HOM	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	MR	24	66.4	17	86.5	-20.1	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	RFP	107	61	106	59.2	1.8	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	SED	15	-39.4	17	-37.4	-2	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	SWD	44	-1.3	40	9.3	-10.6	3	2	3	120	NA	NA	NA	NA	NA	NA	NA	2017f	NA
22	S	school_15	district_2	county_2	NA	NA	WH	132	66.2	130	63.9	2.3	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	AA	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	ALL	218	18.1	249	12.2	5.8	4	4	4	90	5	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	AS	130	43.7	150	38	5.7	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	EL	100	-15.9	135	-13.5	-2.4	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	ELO	26	-116.3	68	-55.3	-61.1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	EO	60	15	59	20.8	-5.8	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	FI	1	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	HI	48	-47.5	57	-55.4	7.8	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	MR	5	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	RFP	74	19.4	67	28.8	-9.4	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	SED	52	-42.1	59	-38.2	-3.9	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	SWD	28	-49.8	25	-56.8	7	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
29	S	school_06	district_2	county_2	NA	NA	WH	30	15.7	31	27	-11.3	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	AI	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	ALL	257	64.6	275	78.2	-13.6	5	2	4	20	0	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	AS	102	80.5	99	96	-15.5	5	1	4	10	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	EL	31	39.9	28	48.7	-8.8	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	ELO	6	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	EO	182	57.1	192	72.4	-15.3	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	FI	1	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	HI	19	2.1	15	54.3	-52.2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	MR	24	71.3	19	53.4	17.8	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	RFP	25	68	23	62.3	5.7	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	SED	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	SWD	33	-21	25	28	-49	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
27	S	school_22	district_2	county_2	NA	NA	WH	105	62.9	134	74.2	-11.3	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	AA	2	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	ALL	251	93.5	242	109.1	-15.6	5	1	4	10	11	2	18.2	8	72.7	1	9.1	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	AS	234	94.2	229	111.9	-17.7	5	1	4	10	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	EL	75	71.2	56	80.3	-9	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	ELO	4	NA	18	69.5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	EO	84	82.1	80	97.5	-15.4	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	HI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	MR	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	RFP	71	78.3	38	85.3	-7	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	SED	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	SWD	8	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	S	school_27	district_2	county_2	NA	NA	WH	9	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	AA	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	ALL	280	97.5	283	106.3	-8.8	5	2	4	20	0	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	AS	262	97.9	270	107.5	-9.6	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	EL	54	62.4	56	73	-10.6	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	ELO	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	EO	106	103.5	102	107.4	-3.8	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	HI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	MR	9	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	RFP	53	63.6	54	74.5	-10.9	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	SED	6	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	SWD	18	23.6	8	NA	NA	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
05	S	school_16	district_2	county_2	NA	NA	WH	7	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	AA	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	ALL	390	75.3	376	80	-4.7	5	2	4	20	1	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	AS	328	77.6	322	84.1	-6.5	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	EL	110	42.6	126	55.5	-12.9	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	ELO	16	-47	29	-27.9	-19.1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	EO	132	71.7	124	76.6	-4.8	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	HI	6	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	MR	20	77	14	62.8	14.2	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	PI	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	RFP	94	57.8	97	80.5	-22.6	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	SED	18	-21.4	21	-3.4	-18	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	SWD	22	-22.8	21	-17.8	-5	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
24	S	school_28	district_2	county_2	NA	NA	WH	27	77.7	25	81	-3.3	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	AA	2	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	ALL	246	94.6	280	106.7	-12.1	5	2	4	20	1	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	AS	191	102.7	223	117.9	-15.2	5	1	4	10	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	EL	51	36.8	49	54.3	-17.5	4	1	4	60	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	ELO	14	-90.3	15	-47.8	-42.5	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	EO	124	103.9	127	109.1	-5.2	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	FI	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	HI	11	-3.5	10	NA	NA	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	MR	12	97.6	9	NA	NA	5	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	RFP	37	84.9	34	99.4	-14.5	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	SED	7	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	SWD	24	-2.5	20	-16.2	13.7	3	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
12	S	school_12	district_2	county_2	NA	NA	WH	28	72.1	34	75.8	-3.7	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	ALL	280	62.5	278	62.7	-0.2	5	3	5	30	3	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	AS	207	71.9	200	71.1	0.8	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	EL	56	23.9	50	30	-6	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	ELO	11	-43.4	17	-32	-11.4	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	EO	151	61.6	162	62.3	-0.7	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	FI	2	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	HI	11	30.2	8	NA	NA	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	MR	19	39.2	17	47.4	-8.2	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	RFP	45	40.4	33	61.9	-21.5	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	SED	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	SWD	22	-16.4	22	-6.1	-10.3	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
16	S	school_34	district_2	county_2	NA	NA	WH	39	45.9	49	47.4	-1.4	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	AA	18	12.3	16	14.9	-2.6	4	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	ALL	937	67.6	918	60.2	7.4	5	4	5	40	0	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	AS	627	85.3	605	77.8	7.4	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	EL	166	14.9	152	0.4	14.5	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	ELO	64	-44.7	70	-40.3	-4.4	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	EO	333	62.6	351	54.8	7.8	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	FI	18	42.9	19	64.8	-21.9	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	FOS	2	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	HI	102	-12.5	103	-12.4	-0.1	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	MR	20	36.8	15	70.5	-33.8	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	PI	4	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	RFP	102	52.3	82	35.1	17.2	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	SED	91	-11.9	95	-13	1.1	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	SWD	105	-25	102	-27.7	2.6	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
10	S	school_10	district_2	county_2	NA	NA	WH	146	64.3	154	43.1	21.2	5	5	5	50	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	AA	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	ALL	288	70.7	290	60.4	10.4	5	4	5	40	1	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	AS	168	86.6	147	81.6	5	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	EL	69	39.1	55	21.7	17.4	4	5	5	100	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	ELO	16	-36.3	19	-55.8	19.5	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	EO	147	68.1	158	60.2	7.9	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	FI	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	HI	9	NA	15	22.1	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	MR	20	83.6	30	44.2	39.4	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	PI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	RFP	53	61.9	36	62.6	-0.7	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	SED	8	NA	9	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	SWD	38	8.6	30	-11	19.6	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
04	S	school_29	district_2	county_2	NA	NA	WH	87	53	93	42.6	10.4	5	4	5	40	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	ALL	347	104.7	352	114.5	-9.8	5	2	4	20	0	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	AS	339	105.5	344	114.8	-9.4	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	EL	60	66.8	60	68.7	-1.8	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	ELO	4	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	EO	127	102	116	112.4	-10.4	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	MR	3	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	RFP	56	72	54	68.2	3.8	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	SED	3	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	SWD	20	58.9	18	69.2	-10.4	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
15	S	school_04	district_2	county_2	NA	NA	WH	5	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	AA	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	ALL	178	82.9	208	93.8	-10.9	5	2	4	20	11	8	72.7	2	18.2	1	9.1	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	AS	146	89.9	171	97.8	-7.9	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	EL	22	56.4	32	70.9	-14.5	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	ELO	4	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	EO	90	72.9	110	87.7	-14.9	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	FI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	HI	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	MR	7	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	RFP	18	82.7	27	83.1	-0.4	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
20	S	school_32	district_2	county_2	NA	NA	SED	2	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
