cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
112	S	school_125	district_1	county_1	NA	NA	RFP	70	42.1	96	21.1	21	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
112	S	school_125	district_1	county_1	NA	NA	SED	254	-12.9	280	-18.2	5.4	3	4	4	140	NA	NA	NA	NA	NA	NA	NA	2017f	NA
112	S	school_125	district_1	county_1	NA	NA	SWD	45	-95.8	35	-105.2	9.4	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
112	S	school_125	district_1	county_1	NA	NA	WH	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	AA	28	-84.3	36	-88.8	4.5	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	ALL	109	-64.8	111	-56.6	-8.2	2	2	2	170	0	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	AS	9	NA	12	22.6	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	EL	45	-59.7	47	-40.4	-19.3	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	ELO	40	-67.3	37	-57.2	-10.1	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	EO	62	-69.5	64	-68.5	-1	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	FI	15	-34	12	-21.6	-12.4	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	FOS	2	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	HI	42	-70.2	38	-63.7	-6.5	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	HOM	3	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	MR	2	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	PI	7	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	RFP	5	NA	10	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	SED	76	-65.4	84	-57.6	-7.8	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	SWD	19	-82.3	14	-104.7	22.5	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
036	S	school_122	district_1	county_1	NA	NA	WH	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	AA	29	-56.1	26	-85.7	29.6	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	ALL	51	-30.3	46	-59.5	29.2	2	5	3	200	1	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	AS	5	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	EL	5	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	ELO	5	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	EO	43	-31.7	41	-65.7	34	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	FI	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	FOS	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	HI	7	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	HOM	10	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	MR	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	PI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	SED	39	-40	35	-61.6	21.6	2	5	3	200	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	SWD	10	NA	10	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
161	S	school_068	district_1	county_1	NA	NA	WH	3	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	AA	2	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	ALL	137	-63	155	-58	-5	2	2	2	170	1	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	AS	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	EL	78	-96.6	99	-83.2	-13.3	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	ELO	62	-108.9	77	-100.5	-8.4	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	EO	44	-24.4	40	-16	-8.4	3	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	FI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	FOS	2	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	HI	104	-91.3	115	-79.1	-12.2	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	HOM	4	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	MR	1	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	RFP	16	-48.7	22	-22.7	-26	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	SED	75	-98.7	101	-86.1	-12.6	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	SWD	15	-123.1	23	-122.5	-0.5	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
099	S	school_033	district_1	county_1	NA	NA	WH	22	40	22	15.8	24.3	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	AA	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	ALL	263	36.5	249	27	9.5	5	4	5	40	14	10	71.4	3	21.4	1	7.1	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	AS	164	44	164	27.5	16.5	5	5	5	50	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	EL	115	32.3	107	16.9	15.3	4	5	5	100	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	ELO	58	6.1	43	-23.9	30	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	EO	129	33.6	127	28.2	5.4	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	FI	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	FOS	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	HI	15	24.1	16	-0.1	24.2	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	MR	21	17.5	9	NA	NA	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	PI	2	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	RFP	57	58.9	64	44.3	14.6	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	SED	111	19.8	101	7.2	12.7	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	SWD	22	-39.9	25	-43.5	3.7	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
069	S	school_123	district_1	county_1	NA	NA	WH	51	34.3	44	43.8	-9.5	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	AA	5	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	ALL	101	3.3	98	31.9	-28.6	4	1	4	60	0	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	AS	63	34.9	64	43.3	-8.4	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	EL	64	10.6	59	37.9	-27.3	4	1	4	60	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	ELO	50	-12.1	29	0.8	-12.9	3	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	EO	27	-33.2	29	-5.1	-28.1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	FI	3	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	HI	15	-75.7	15	-18.5	-57.2	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	HOM	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	MR	5	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	PI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	RFP	14	91.4	30	73.7	17.6	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	SED	73	-5.7	67	17	-22.7	3	1	3	110	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	SWD	11	-102.6	6	NA	NA	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
038	S	school_023	district_1	county_1	NA	NA	WH	7	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	AA	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	AI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	ALL	110	8.8	105	-5.4	14.3	4	4	4	90	0	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	AS	56	17.9	63	0.7	17.3	4	5	5	100	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	EL	50	19.8	52	0.8	19	4	5	5	100	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	ELO	35	-3.5	33	-30.6	27.1	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	EO	55	-4.3	50	-12.7	8.4	3	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	FI	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	HI	20	-5.5	17	-9.8	4.4	3	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	HOM	9	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	MR	6	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	PI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	RFP	15	74.3	19	55.3	19	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	SED	56	1.2	60	1.1	0.1	4	3	4	80	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	SWD	18	-96	21	-77	-19	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
114	S	school_093	district_1	county_1	NA	NA	WH	14	49.7	9	NA	NA	5	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	AA	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	AI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	ALL	126	57.2	124	37.5	19.7	5	5	5	50	8	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	AS	25	56.8	28	42.1	14.8	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	EL	21	32.9	27	15.4	17.4	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	ELO	8	NA	11	-32.5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	EO	97	59.9	91	40.3	19.6	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	FI	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	HI	15	12.7	17	-5.1	17.8	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	MR	6	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	RFP	13	44.2	16	48.4	-4.3	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	SED	16	2.8	32	-5.5	8.3	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	SWD	13	-30.8	17	-13.2	-17.7	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
109	S	school_132	district_1	county_1	NA	NA	WH	70	70	61	51.1	18.9	5	5	5	50	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	AA	22	-69.5	23	-90.5	21	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	ALL	153	-29.1	131	-68.8	39.7	2	5	3	200	3	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	AS	5	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	EL	59	-48.4	51	-83.9	35.5	2	5	3	200	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	ELO	57	-50.9	46	-91.4	40.5	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	EO	90	-19.2	78	-61.2	42	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	FI	8	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	FOS	2	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	HI	81	-40.7	64	-67.9	27.3	2	5	3	200	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	HOM	3	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	MR	10	NA	12	-86.7	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	RFP	2	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	SED	110	-46.2	95	-86.8	40.6	2	5	3	200	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	SWD	27	19.3	24	-76.3	95.5	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
072	S	school_126	district_1	county_1	NA	NA	WH	24	26.6	20	-35.4	62	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	AA	10	NA	9	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	AI	2	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	ALL	180	19.4	183	8.7	10.7	4	4	4	90	5	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	AS	7	NA	18	4.3	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	EL	14	-53.9	22	-41	-12.8	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	ELO	11	-52.6	10	NA	NA	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	EO	149	23.3	146	13.3	10	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	FI	1	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	HI	22	-11.7	24	-40.2	28.5	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	HOM	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	MR	17	42.5	9	NA	NA	5	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	PI	1	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	RFP	3	NA	12	3.7	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	SED	32	-49.3	37	-43.8	-5.5	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	SWD	23	-63.2	24	-69.3	6.1	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
101	S	school_096	district_1	county_1	NA	NA	WH	112	33.7	109	27.6	6	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	AA	9	NA	11	-119.2	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	ALL	187	-75.5	217	-78.2	2.7	2	3	2	180	0	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	AS	26	-8.3	27	-9	0.7	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	EL	123	-89.3	150	-91.8	2.5	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	ELO	103	-96.9	121	-106	9.1	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	EO	54	-60.4	54	-63.9	3.5	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	FI	27	-24.1	25	-9.1	-15.1	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	FOS	6	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	HI	115	-98.4	129	-100.1	1.7	1	3	1	230	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	HOM	9	NA	11	-114.6	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	MR	2	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	RFP	20	-50	29	-32.6	-17.3	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	SED	133	-85.4	159	-81	-4.4	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	SWD	30	-115.8	23	-146.5	30.8	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
011	S	school_066	district_1	county_1	NA	NA	WH	1	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	AA	6	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	ALL	115	20.3	127	1.3	19	4	5	5	100	3	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	AS	41	30.3	49	2.6	27.7	4	5	5	100	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	EL	44	-0.7	51	-13.6	12.8	3	4	4	140	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	ELO	28	-22.3	23	-50.3	28	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	EO	61	32.6	69	10	22.6	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	FI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	HI	15	-59.5	17	-32.4	-27.1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	HOM	2	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	MR	9	NA	8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	PI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	RFP	16	37.1	28	16.6	20.4	5	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	SED	45	-12.3	64	-21.5	9.3	3	4	4	140	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	SWD	16	-43.7	16	-71.4	27.8	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
029	S	school_135	district_1	county_1	NA	NA	WH	40	49.6	40	21.2	28.4	5	5	5	50	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	AA	4	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	AI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	ALL	205	-80.4	210	-76.2	-4.2	2	2	2	170	0	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	AS	5	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	EL	179	-80.2	177	-72.3	-7.9	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	ELO	157	-87.1	137	-89.5	2.4	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	EO	22	-100	30	-109.6	9.6	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	FI	3	NA	2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
160	S	school_120	district_1	county_1	NA	NA	FOS	5	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
